"CUTOFF POINT,""пороговая точка, предельная точка""";;;;;;;;;;;
CUTTER,1) режущий инструмент;" фреза	2) бор";;;;;;;;;;
"CUTTING CURRENT,""ток рассечения, ток резания (электрохирургического аппарата)""";;;;;;;;;;;
"CUTTING EDGE,1) режущий край зуба	2) лезвие скальпеля";;;;;;;;;;;
CUTTING ELECTRODE,электрод для рассечения тканей;;;;;;;;;;;
CUTTING FORCEPS,шипцы-кусачки;;;;;;;;;;;
CUTTING INSTRUMENT,режущий инструмент;;;;;;;;;;;
CUTTING LOOP,проволочная петля (для иссечения участка ткани);;;;;;;;;;;
"CUTTING MODE,""режим """"резание"""" (электрохирургического аппарата)""";;;;;;;;;;;
CUTTING PLIERS,щипцы-кусачки;;;;;;;;;;;
CUTTING TEETH,резцы;;;;;;;;;;;
CUTTING-OUT TROCAR,троакар-выкусыватель;;;;;;;;;;;
"CUVET,- cuvette	кювета";;;;;;;;;;;
CUVETTE,- cuvet;;;;;;;;;;;
"CVA,1) [cerebrovascular accident] инсульт	2) [costovertebral angle] реберно-позвоночный угол";;;;;;;;;;;
"CYANEPHIDROSIS,""цианфидроз, циангидроз (выделение пота синего цвета, напр. при попадании в организм индиго)""";;;;;;;;;;;
"CYANHYDRIC ACID,""синильная кислота, цианисто-водородная кислота""";;;;;;;;;;;
"CYANIC ACID,""циановая кислота, синеродистая кислота""";;;;;;;;;;;
CYANIDE BROTH,бульон с цианидом калия (среда Мюллера);;;;;;;;;;;
CYANIDE METHEMOGLOBIN,цианметгемоглобин;;;;;;;;;;;
"CYANIDES,""цианиды (соли цианистоводородной кислоты, ядовитые для человека)""";;;;;;;;;;;
CYANO GROUP,цианогруппа;;;;;;;;;;;
CYANOACRYLATE ADHESIVE,цианакрилатный клей;;;;;;;;;;;
"CYANOCHROIC,""- cyanochrous	цианотичный, синюшный""";;;;;;;;;;;
CYANOCHROUS,- cyanochroic;;;;;;;;;;;
"CYANOCOBALAMIN,""цианокобаламин, витамин В12""";;;;;;;;;;;
"CYANOPHIL,""цианофил (клетка или элемент, избирательно окрашивающийся в голубой цвет)""";;;;;;;;;;;
"CYANOPSIA,""цианопсия (временное состояние, при котром все предметы кажутся голубыми";" обычно после удаления катаракты)""";;;;;;;;;;
"CYANOSED,""цианотичный, синюшный""";;;;;;;;;;;
CYANOSIS NEONATORUM,цианоз новорожденных;;;;;;;;;;;
"CYANOSIS,""цианоз (синюшний оттенок кожи и слизистых оболочек, обусловленный недостаточным насыщением крови кислородом)""";;;;;;;;;;;
"CYANOTIC ATROPHY,""застойная атрофия печени, сердечный цирроз печени""";;;;;;;;;;;
CYANOTIC HEART DISEASE,врожденный порок сердца синего типа;;;;;;;;;;;
"CYANOTIC INDURATION,""застойная индурация, цианотическая индурация""";;;;;;;;;;;
"CYANOTIC,""цианотичный, синюшный""";;;;;;;;;;;
CYANURIA,цианурия (синяя или фиолетовая окраска мочи);;;;;;;;;;;
CYANURIC ACID,циануровая кислота;;;;;;;;;;;
"CYBRID,""цибрид (клетка, полученная слиянием интактной клетки с протоплазмой другой клетки)""";;;;;;;;;;;
CYCLARTHROSIS,цилиндрический сустав;;;;;;;;;;;
CYCLASE,циклаза (фермент);;;;;;;;;;;
CYCLECTOMY,циклэктомия (иссечение части ресничного тела глаза);;;;;;;;;;;
CYCLIC NEUTROPENIA,периодическая наследственная нейтропения;;;;;;;;;;;
CYCLIC STRABISMUS,периодическое косоглазие;;;;;;;;;;;
"CYCLIC VOMITING,""периодическая рвота, рецидивирующая рвота, циклическая рвота""";;;;;;;;;;;
"CYCLIC,""цикличный, циклический, периодический""";;;;;;;;;;;
CYCLITIS,циклит (воспаление ресничного тела глаза);;;;;;;;;;;
CYCLOBARBITAL,циклобарбитал;;;;;;;;;;;
CYCLOBUTONIUM,циклобутоний;;;;;;;;;;;
CYCLOCITIDINE,циклоцитидин;;;;;;;;;;;
CYCLOCOAGULATION,лазерная циклокоагуляция;;;;;;;;;;;
CYCLODEXTRIN,циклодекстрин;;;;;;;;;;;
CYCLODIALYSIS,циклодиализ (отслаивание ресничного тела от склеры);;;;;;;;;;;
CYCLODIATHERMY,циклодиатермия (диатермокоагуляция склеры в области ресничного тела);;;;;;;;;;;
CYCLOID PSYCHOSIS,циклоидный психоз (Леонгарда);;;;;;;;;;;
"CYCLOID,""больной с маниакально-депрессивным психозом, больной с циркулярным психозом";" страдающий маниакально-депрессивным психозом, страдающий циркулярным психозом""";;;;;;;;;;
CYCLOPHILIN,циклофилин;;;;;;;;;;;
CYCLOPHORIA,циклофория (тенденция к повороту глазных яблок вокруг сагиттальной оси);;;;;;;;;;;
"CYCLOPHRENIA,""маниакально-депрессивный психоз, циклофрения""";;;;;;;;;;;
"CYCLOPIA,""циклопия, циклоцефалия (аномалия развития: наличие только одного глаза, расположенного по средней линии лица)""";;;;;;;;;;;
"CYCLOPLEGIA,""паралич аккомодации, циклоплегия""";;;;;;;;;;;
CYCLOPLEGIC,относящийся к параличу аккомодации;;;;;;;;;;;
CYCLOPROPANE,циклопропан (газовый анестетик);;;;;;;;;;;
CYCLOSCOPE,прибор для измерения поля зрения;;;;;;;;;;;
"CYCLOSIS,""циклоз (внутриклеточное движение цитоплазмы, происходящее без внешней деформации клетки)""";;;;;;;;;;;
"CYCLOSPASM,""спазм аккомодации, циклоспазм""";;;;;;;;;;;
CYCLOSPORINE A,циклоспорин А (иммунодепрессивный препарат);;;;;;;;;;;
CYCLOTHYMIA,циклотимия (легкая форма маниакально-депрессивного психоза);;;;;;;;;;;
CYCLOTOME,циклотом;;;;;;;;;;;
CYCLOTOMY,циклотомия (иссечение ресничной мышцы);;;;;;;;;;;
CYCLOTRON,циклотрон;;;;;;;;;;;
"CYLINDER,""1) цилиндрическая линза	2) почечный цилиндр, мочевой цилиндр	3) баллон для газа""";;;;;;;;;;;
CYLINDER-SHAPED BONE CUTTER,цилиндрическая костная фреза;;;;;;;;;;;
CYLINDRIC,цилиндрический;;;;;;;;;;;
CYLINDRICAL BONE,трубчатая кость;;;;;;;;;;;
"CYLINDRICAL EPITHELIUM,""цилиндрический эпителий, призматический эпителий""";;;;;;;;;;;
CYLINDRICAL LENS,цилиндрическая линза;;;;;;;;;;;
CYLINDRICAL STUMP,цилиндрическая культя;;;;;;;;;;;
CYLINDRICAL VESSEL,химический стакан;;;;;;;;;;;
CYLINDROADENOMA,- cylindroma;;;;;;;;;;;
"CYLINDROMA,""- cylindroadenoma, - cylindromatous spiradenoma	цилиндро(адено)ма""";;;;;;;;;;;
CYLINDROMATOUS SPIRADENOMA,- cylindroma;;;;;;;;;;;
CYLINDRURIA,цилиндрурия (выделение цилиндров с мочой);;;;;;;;;;;
CYLLOSIS,деформация стопы (особенно косолапость);;;;;;;;;;;
CYLLOSOMA,циллосома (врожденное незаращение нижней части брюшной стенки с недоразвитием ноги);;;;;;;;;;;
"CYMBOCEPHALY,""цимбоцефалия, ладьевидный череп""";;;;;;;;;;;
CYNANCHE MALIGNA,гангренозный фарингит;;;;;;;;;;;
CYNANCHE,острая боль в горле (напр. при дифтерии);;;;;;;;;;;
"CYNIC SPASM,""сардонический смех, сардоническая гримаса, сардоническая улыбка""";;;;;;;;;;;
CYNOPHOBIA,кинофобия (патологическая боязнь собак);;;;;;;;;;;
"CYNOREXIA,""булимия, """"волчий"""" голод, кинорексия (резко усиленное чувство голода)""";;;;;;;;;;;
CYOPHORIA,беременность;;;;;;;;;;;
CYOTROPHY,питание плода;;;;;;;;;;;
CYPRIDOPHOBIA,кипридофобия (патологическая боязнь заразиться венерической болезнью);;;;;;;;;;;
"CYPRUS FEVER,""бруцеллез, болезнь Банга, гибралтарская лихорадка, мальтийская лихорадка, средиземноморская лихорадка""";;;;;;;;;;;
CYRTOMETER,инструмент для определения формы и размеров грудной клетки;;;;;;;;;;;
"CYST,""1) киста	2) циста, защитная оболочка""";;;;;;;;;;;
CYSTADENOCARCINOMA,цистаденокарцинома;;;;;;;;;;;
"CYSTADENOMA,""цистаденома, кистозная аденома""";;;;;;;;;;;
CYSTALGIA,цисталгия (болезненные мочеиспускания при отсутствии объективных признаков поражения мочевого пузыря);;;;;;;;;;;
"CYSTAMINE,""цистамин (продукт декарбоксилирования цистеина, входящий в состав кофермента А)""";;;;;;;;;;;
CYSTATHIONINE,цистатионин;;;;;;;;;;;
"CYSTATHIONINURIA,""цистатионурия (нарушение нормального метаболизма цистатионина с развитием повышенной концентрации аминокислот в крови, тканях, моче)""";;;;;;;;;;;
CYSTAUCHENITIS,шеечный цистит;;;;;;;;;;;
CYSTECTOMY,цистэктомия (1. резекция стенки мочевого пузыря или удаление мочевого пузыря 2. удаление желчного пузыря 3. удаление кисты 4. удаление части капсулы хрусталика);;;;;;;;;;;
"CYSTEIC ACID,""цистеиновая кислота, цистеин""";;;;;;;;;;;
CYSTEINE,цистеин (заменимая в питании человека моноаминокарбоновая аминокислота);;;;;;;;;;;
CYSTENCEPHALUS,плод с выраженной гидроцефалией;;;;;;;;;;;
CYSTENDESIS,наложение шва на рану мочевого пузыря;;;;;;;;;;;
"CYSTIC ADENOMA,""цистаденома, кистозная аденома""";;;;;;;;;;;
"CYSTIC BILE,""пузырная желчь, желчь В, порция В""";;;;;;;;;;;
"CYSTIC BREAST,""кистозная мастопатия, болезнь Реклю";" киста молочной железы""";;;;;;;;;;
"CYSTIC BRONCHIECTASIA,- cystic bronchiectasis	мешотчатый бронхоэктаз";;;;;;;;;;;
CYSTIC BRONCHIECTASIS,- cystic bronchiectasia;;;;;;;;;;;
"CYSTIC DEGENERATION,""кистозная дегенерация, кистозное перерождение""";;;;;;;;;;;
CYSTIC DISEASE OF BREAST,кистозно-фиброзная мастопатия;;;;;;;;;;;
"CYSTIC DISEASE,""поликистоз, поликистозная болезнь""";;;;;;;;;;;
CYSTIC DUCT CHOLANGIOGRAPHY,холангиография через пузырный проток;;;;;;;;;;;
CYSTIC DUCT REMNANT,культя пузырного протока;;;;;;;;;;;
CYSTIC DUCT,пузырный проток;;;;;;;;;;;
"CYSTIC EROSION,1) кистозно-язвенное поражение	2) эрозия мочевого пузыря";;;;;;;;;;;
"CYSTIC FIBROSIS,""муковисцидоз, фиброзно-кистозная дегенерация""";;;;;;;;;;;
CYSTIC FLUID,содержимое кисты;;;;;;;;;;;
CYSTIC GOITER,кистозный зоб;;;;;;;;;;;
CYSTIC HEREDOMACULAR DEGENERATION,кистовидная дегенерация сетчатки;;;;;;;;;;;
CYSTIC HYGROMA,гигрома;;;;;;;;;;;
"CYSTIC KIDNEY,""кистозная почка, кистозная нефропатия""";;;;;;;;;;;
"CYSTIC LESION,""киста, кистозное поражение""";;;;;;;;;;;
CYSTIC LUNG DISEASE,поликистоз легкого;;;;;;;;;;;
CYSTIC LYMPHANGIOMA,кистозная лимфангиома;;;;;;;;;;;
"CYSTIC MATURE TERATOMA,""дермоид, дермоидная киста, кистозная тератома, тератома кожного типа""";;;;;;;;;;;
CYSTIC MEDIAL NECROSIS,кистозный медионекроз (аорты);;;;;;;;;;;
"CYSTIC MOLE,""пузырный занос, хорионаденома""";;;;;;;;;;;
CYSTIC PACHYVAGINITIS,эмфизематозный кольпит;;;;;;;;;;;
"CYSTIC POLYP,""кистозный полип, кистовидный полип""";;;;;;;;;;;
CYSTIC TUMOR,кистозная опухоль;;;;;;;;;;;
"CYSTIC,1) кистозный	2) пузырный (относящийся к мочевому или желчному пузырю)	3) относящийся к цисте";;;;;;;;;;;
CYSTICERCOID,цистицеркоид (личинка цестод отряда Cyclophyllidea);;;;;;;;;;;
CYSTICERCOSIS,цистицеркоз (гельминтоз из группы цестодозов);;;;;;;;;;;
CYSTICOLITHECTOMY,удаление конкремента из пузырного протока;;;;;;;;;;;
CYSTICOTOMY,вскрытие пузырного протока;;;;;;;;;;;
"CYSTIDOCELIOTOMY,- cystidolaparotomy	чрезбрюшинная цистотомия";;;;;;;;;;;
CYSTIDOLAPAROTOMY,- cystidoceliotomy;;;;;;;;;;;
CYSTIFELLOTOMY,холецистотомия (вскрытие полости желчного пузыря);;;;;;;;;;;
"CYSTIFORM,1) кистоподобный	2) пузыревидный";;;;;;;;;;;
CYSTINE BLOOD AGAR,кровяной агар с цистином;;;;;;;;;;;
"CYSTINE STORAGE DISEASE,""- cystinosis	цистиноз, гликофосфаминный диабет, синдром Линьяка - Фанкони""";;;;;;;;;;;
CYSTINOSIS,- cystine storage disease;;;;;;;;;;;
CYSTINURIA,цистинурия (1. нарушение реабсорбции в почечных канальцах 2. повышенное содержание цистина в моче);;;;;;;;;;;
CYSTIPHOROUS,кистозный;;;;;;;;;;;
CYSTISTAXIS,кровотечение из мочевого пузыря;;;;;;;;;;;
CYSTITIS,цистит (воспаление мочевого пузыря);;;;;;;;;;;
CYSTITOMY,рассечение капсулы хрусталика (для удаления катаракты);;;;;;;;;;;
"CYSTOCELE,""цистоцеле, везикоцеле, грыжа мочевого пузыря""";;;;;;;;;;;
CYSTOCHROMOSCOPY,хромоцистоскопия;;;;;;;;;;;
CYSTODUODENOSTOMY,цистодуоденостомия;;;;;;;;;;;
CYSTODYNIA,цисталгия (приступы болей в мочевом пузыре);;;;;;;;;;;
CYSTOELYTROPLASTY,пластическая операция при пузырно-влагалищном свище;;;;;;;;;;;
CYSTOENTEROCELE,грыжа мочевого пузыря и кишечника;;;;;;;;;;;
CYSTOGASTROSTOMY,цистогастростомия;;;;;;;;;;;
CYSTOGRAM,(рентгено)цистограмма;;;;;;;;;;;
CYSTOGRAPHY,(рентгено)цистография;;;;;;;;;;;
CYSTOLITH,конкремент мочевого пузыря;;;;;;;;;;;
CYSTOLITHIASIS,цистолитиаз (образование конкрементов в мочевом пузыре);;;;;;;;;;;
CYSTOLITHOTRIPSY,цистолитотрипсия;;;;;;;;;;;
"CYSTOMA,""кистома, цистома, кистозная опухоль""";;;;;;;;;;;
CYSTOMETER,цистометр (прибор для измерения давления в мочевом пузыре);;;;;;;;;;;
CYSTOMETROGRAM,цистометрограмма;;;;;;;;;;;
CYSTOMETRY,цистометрия (определение емкости мочевого пузыря и внутрипузырного давления);;;;;;;;;;;
CYSTOPEXY,цистопексия (фиксация мочевого пузыря к брюшной стенке);;;;;;;;;;;
CYSTOPHOROUS,кистозный;;;;;;;;;;;
CYSTOPLASTY,цистопластика (пластическая операция на мочевом пузыре);;;;;;;;;;;
CYSTOPTOSIA,цистоптоз (выпадение слизистой оболочки мочевого пузыря);;;;;;;;;;;
CYSTORADIOGRAPHY,(рентгено)цистография;;;;;;;;;;;
CYSTORRHAGIA,кровотечение из мочевого пузыря;;;;;;;;;;;
CYSTOSCINTIGRAPHY,цистосцинтиграфия;;;;;;;;;;;
CYSTOSCOPE SHAFT,тубус цистоскопа;;;;;;;;;;;
CYSTOSCOPE,цистоскоп;;;;;;;;;;;
"CYSTOSCOPIC UROGRAPHY,""ретроградная урография, восходящая урография""";;;;;;;;;;;
CYSTOSCOPY,цистоскопия;;;;;;;;;;;
"CYSTOSIGMOSTOMY,""цистосигмостомия, цистосигмоанастомоз, везикосигмоанастомоз""";;;;;;;;;;;
CYSTOSPASM,цистоспазм (спазм гладкой мускулатуры мочевого пузыря);;;;;;;;;;;
CYSTOSTOMY,цистостомия (формирование свища мочевого пузыря);;;;;;;;;;;
CYSTOTOMY,цистотомия (рассечение стенки мочевого пузыря);;;;;;;;;;;
CYSTOURETEROGRAM,цистоуретерограмма;;;;;;;;;;;
CYSTOURETEROGRAPHY,цистоуретерография;;;;;;;;;;;
CYSTOURETHRITIS,цистоуретрит;;;;;;;;;;;
CYSTOURETHROCELE,цистоуретроцеле;;;;;;;;;;;
CYSTOURETHROGRAPHY,(рентгено)цистоуретрография;;;;;;;;;;;
CYSTOURETHROSCOPY,цистоуретроскопия;;;;;;;;;;;
"CYTAPHERESIS,""цитаферез, плазмоцитафорез""";;;;;;;;;;;
CYTARABINE,цитарабин;;;;;;;;;;;
CYTASTER,(клеточная) звезда;;;;;;;;;;;
"CYTHEMOLYTIC ICTERUS,""гемолитическая желтуха, надпеченочная желтуха""";;;;;;;;;;;
CYTIDYLIC ACID,цитидиловая кислота;;;;;;;;;;;
CYTOANALYZER,цитоанализатор (для выявления атипичных клеток в мазке по электронному изображению);;;;;;;;;;;
CYTOARCHITECTONICS,цитоархитектоника (расположение клеток в ткани органа);;;;;;;;;;;
"CYTOBLASTOMA,""цитобластома, меристома""";;;;;;;;;;;
CYTOCENTRUM,клеточный центр;;;;;;;;;;;
CYTOCHEMISTRY,цитохимия;;;;;;;;;;;
CYTOCIDAL,разрушающий клетки;;;;;;;;;;;
"CYTOCIDE,""агент, разрушающий клетки, цитоцидный агент""";;;;;;;;;;;
"CYTOCINESIS,""цитокинез, клеточное деление""";;;;;;;;;;;
CYTOCLASIS,фрагментация или некроз клеток;;;;;;;;;;;
CYTOCLESIS,цитоклезис (взаимодействие между клетками);;;;;;;;;;;
CYTODETECTION TECHNIQUE,цитологический метод диагностики;;;;;;;;;;;
"CYTODIAGNOSIS,""цитодиагностика, цитологическая диагностика""";;;;;;;;;;;
"CYTODIERESIS,""цитокинез, клеточное деление""";;;;;;;;;;;
"CYTOGENE,""плазмоген (общее название генов, расположенных в цитоплазме)""";;;;;;;;;;;
CYTOGENETIC,цитогенетический;;;;;;;;;;;
CYTOGENETICS,цитогенетика;;;;;;;;;;;
"CYTOGENIC ANEMIA,""пернициозная анемия, злокачественная анемия, болезнь Аддисона - Бирмера""";;;;;;;;;;;
CYTOGENOUS,относящийся к цитогенезу;;;;;;;;;;;
CYTOGENY,цитогенез (происхождение и дифференцировка клеток);;;;;;;;;;;
"CYTOGRAM,""цитограмма, цитологическая картина""";;;;;;;;;;;
CYTOID,напоминающий клетку;;;;;;;;;;;
"CYTOKINESIS,""цитокинез, клеточное деление""";;;;;;;;;;;
"CYTOLEMMA,""плазмолемма, плазматическая мембрана""";;;;;;;;;;;
CYTOLERGY,клеточная активность;;;;;;;;;;;
"CYTOLOGIC DIAGNOSIS,""цитологическая диагностика, цитодиагностика""";;;;;;;;;;;
"CYTOLOGIC FILTER PREPARATION,""цитологический препарат, полученный нанесением клеточной взвеси на фильтр""";;;;;;;;;;;
"CYTOLOGIC SCREENING,- cytological examination	цитологическое исследование";;;;;;;;;;;
CYTOLOGIC,цитологический;;;;;;;;;;;
CYTOLOGICAL EXAMINATION,- cytologic screening;;;;;;;;;;;
CYTOLOGIST,цитолог;;;;;;;;;;;
CYTOLOGY,цитология;;;;;;;;;;;
CYTOLYSIS,цитолиз (разрушение клеток);;;;;;;;;;;
"CYTOLYSOSOME,""аутолизосома, цитолизосома, аутофагическая вакуоль""";;;;;;;;;;;
"CYTOLYTIC,""цитолитический, разрушающий клетки""";;;;;;;;;;;
"CYTOMEGALIC INCLUSION DISEASE,""цитомегалия, инклюзионная болезнь""";;;;;;;;;;;
CYTOMEGALOVIRUS,вирус цитомегалии;;;;;;;;;;;
"CYTOMEGALY,""цитомегалия, инклюзионная болезнь""";;;;;;;;;;;
"CYTOMERE,""цитомер (структура при экзоэритроцитарной шизогонии, напр. у малярийного плазмодия)""";;;;;;;;;;;
CYTOMETER,счетная камера для определения количества клеток;;;;;;;;;;;
CYTOMETRY,цитометрия (количественное изучение клеток);;;;;;;;;;;
CYTOMORPHOLOGY,цитоморфология (изучение строения клеток);;;;;;;;;;;
"CYTOMYCOSIS,""гистоплазмоз, ретикулоэндотелиальный цитомикоз, цитомикоз Дарлинга""";;;;;;;;;;;
CYTOPATHIC DOSE,цитопатогенная доза (вируса);;;;;;;;;;;
CYTOPATHIC EFFECT,цитопатический эффект;;;;;;;;;;;
CYTOPATHIC,относящийся к заболеванию клетки;;;;;;;;;;;
"CYTOPATHOGENIC,""цитопатогенный, вызывающий заболевание клетки""";;;;;;;;;;;
"CYTOPATHOLOGY,""цитопатология, клеточная патология""";;;;;;;;;;;
"CYTOPENIA,""цитопения (уменьшение, по сравнению с нормой, количества клеток, напр. в крови)""";;;;;;;;;;;
CYTOPHAGOUS,фагоцитарный;;;;;;;;;;;
"CYTOPHILOUS,""цитофильный, цитотропный (обладающий сродством к клетке)""";;;;;;;;;;;
"CYTOPHOTOMETRY,""цитофотометрия, фотометрия клеток""";;;;;;;;;;;
CYTOPHYLAXIS,защита клеток от повреждающего агента;;;;;;;;;;;
"CYTOPHYSIOLOGY,""цитофизиология, физиология клетки""";;;;;;;;;;;
CYTOPIPETTE,пипетка для взятия влагалищного содержимого на цитологическое исследование;;;;;;;;;;;
"CYTOPLASM,""цитоплазма, протоплазма""";;;;;;;;;;;
"CYTOPLASMIC INHERITANCE,""цитоплазматическая наследственность, внехромосомная наследственность";" цитоплазматическое наследование""";;;;;;;;;;
"CYTOPOIESIS,""цитопоэз, образование клеток""";;;;;;;;;;;
CYTOPROTECTION,цитопротекция;;;;;;;;;;;
"CYTOSCOPY,""цитоскопия, цитодиагностика""";;;;;;;;;;;
CYTOSIS,цитоз (1. клеточный состав цереброспинальной жидкости 2. повышенное содержание клеток в цереброспинальной жидкости);;;;;;;;;;;
CYTOSKELETON,цитоскелет (опорные структуры цитоплазмы);;;;;;;;;;;
CYTOSMEAR,мазок для цитологического исследования;;;;;;;;;;;
"CYTOSOL,""цитозоль (цитоплазма, лишенная гипохондрий и др. элементов эндоплазматической сети)""";;;;;;;;;;;
"CYTOSOME,""цитосома (1. тело клетки, лишенное ядра 2. многопластинчатое тельце в альвеолярных клетках легкого)""";;;;;;;;;;;
"CYTOSTASIS,""стаз клеток крови (лейкоцитов), закупоривающих капилляры""";;;;;;;;;;;
"CYTOSTATIC DRUG,""цитостатик, цитостатическое средство""";;;;;;;;;;;
CYTOSTATIC TREATMENT,цитостатическая терапия;;;;;;;;;;;
CYTOSTATIC,цитостатический;;;;;;;;;;;
CYTOTAXIS,цитотаксис (взаимодействие между клетками);;;;;;;;;;;
CYTOTHESIS,восстановление клеток после повреждения;;;;;;;;;;;
CYTOTOXIC,цитотоксический;;;;;;;;;;;
"CYTOTOXICANTS,""цитотоксиканты, цитотоксические средства""";;;;;;;;;;;
CYTOTOXIC-EDUCATED CELL,цитотоксический лимфоцит; клетка с цитотоксической функцией;;;;;;;;;;
CYTOTOXICITY,цитотоксичность;;;;;;;;;;;
"CYTOTROPISM,""цитотропизм, сродство к клетке""";;;;;;;;;;;
CYTOZOIC,живущий в клетке (о простейших);;;;;;;;;;;
CYTOZOON,одноклеточный организм;;;;;;;;;;;
CYTURIA,цитурия (увеличение количества клеток в моче);;;;;;;;;;;
"D,I	[discharge]	1) выделения	2) выписка (больного из клиники)	II	[displacement] смещение	III	[distance] расстояние	IV	[dose] доза";;;;;;;;;;;
"DA,1) [direct-acting] прямого действия	2) [double-acting] двойного действия";;;;;;;;;;;
"DAAE-FINSEN DISEASE,""- Daae's disease	эпидемическая плевродиния, борнхольмская болезнь, доброкачественный сухой плеврит, синдром Сюльвеста""";;;;;;;;;;;
DAAE'S DISEASE,- Daae-Finsen disease;;;;;;;;;;;
DACARBAZINE,дакарбазин (противоопухолевое соединение; применяется при лечении злокачественной меланомы);;;;;;;;;;
DACNOMANIA,дакномания (навязчивое стремление кусать окружающих);;;;;;;;;;;
"DACOSTA'S SYNDROME,""нейроциркуляторная дистония, нейроциркуляторная астения, синдром усилия, синдром ДаКосты""";;;;;;;;;;;
"DACRYAGOGUE,""1) агент, вызывающий слезоотделение	2) слезотечение	3) слезный каналец, слезный проток""";;;;;;;;;;;
DACRYOADENALGIA,дакриоаденалгия (боль в слезной железе);;;;;;;;;;;
DACRYOADENITIS,дакриоаденит (воспаление слезной железы);;;;;;;;;;;
DACRYOBLENNORRHEA,дакриобленнорея (выделение слизи из слезного мешка);;;;;;;;;;;
DACRYOCELE,дакриоцистоцеле (киста слезного мешка);;;;;;;;;;;
DACRYOCYST,слезный мешок;;;;;;;;;;;
"DACRYOCYSTECTOMY,""дакриоцистэктомия, экстирпация слезного мешка""";;;;;;;;;;;
DACRYOCYSTITIS,дакриоцистит (воспаление слезного мешка);;;;;;;;;;;
DACRYOCYSTOCELE,дакриоцистоцеле (киста слезного мешка);;;;;;;;;;;
DACRYOCYSTOGRAM,дакриоцистограмма;;;;;;;;;;;
DACRYOCYSTOGRAPHY,дакриоцистография;;;;;;;;;;;
DACRYOCYSTOPTOSIS,дакриоцистоптоз (опущение слезного мешка);;;;;;;;;;;
DACRYOCYSTORHINOSTENOSIS,сужение носослезного протока;;;;;;;;;;;
DACRYOCYSTOTOME,скальпель для вскрытия слезного мешка;;;;;;;;;;;
DACRYOCYSTOTOMY,дакриоцистотомия (вскрытие слезного мешка);;;;;;;;;;;
DACRYOHELCOSIS,изъязвление слезного мешка или протока;;;;;;;;;;;
DACRYOHEMORRHEA,отделение слез с примесью крови;;;;;;;;;;;
"DACRYOLITH,""слезный конкремент, дакриолит""";;;;;;;;;;;
DACRYOLITHIASIS,дакриолитиаз (образование и наличие дакриолитов);;;;;;;;;;;
DACRYOMA,дакриома (1. ретенционная киста слезных путей 2. опухоль слезного мешка);;;;;;;;;;;
DACRYON,дакрион (краниометрическая точка: точка в месте соединения верхней челюсти со слезной и лобной костями);;;;;;;;;;;
"DACRYOPS,""1) избыток слезной жидкости	2) дакриопс (ретенционная киста, развивающаяся в слезной железе или в ее выводном протоке)""";;;;;;;;;;;
DACRYOPYORRHEA,дакриопиорея (выделение слез с примесью гноя);;;;;;;;;;;
DACRYOPYOSIS,гной в слезном мешке или слезном протоке;;;;;;;;;;;
DACRYORRHEA,дакриорея (избыточное слезоистечение);;;;;;;;;;;
DACRYOSOLENITIS,воспаление слезных путей;;;;;;;;;;;
DACRYOSTENOSIS,дакриостеноз (сужение носослезного протока);;;;;;;;;;;
"DACRYOSYRINX,1) свищ слезной железы	2) шприц для промывания слезных путей";;;;;;;;;;;
DACRYURIA,дакриурия (непроизвольное мочеиспускание во время истерического припадка);;;;;;;;;;;
DACTYL,палец;;;;;;;;;;;
"DACTYLALGIA,""дактилалгия, дактилодиния (боль в пальцах)""";;;;;;;;;;;
"DACTYLAR,""пальцевой, относящийся к пальцу""";;;;;;;;;;;
"DACTYLATE,- dactylic	пальцевидный";;;;;;;;;;;
DACTYLIC,- dactylate;;;;;;;;;;;
"DACTYLION,""1) синдактилия (врожденное полное или частичное сращение пальцев)	2) пальцевая точка, дактилион (антропометрическая точка: наиболее выступающая точка мякоти ногтевой фаланги III пальца кисти)""";;;;;;;;;;;
DACTYLITIS,дактилит (воспаление одного или нескольких пальцев);;;;;;;;;;;
DACTYLOCAMPSIS,сгибательная контрактура пальцев;;;;;;;;;;;
DACTYLOCAMPSODYNIA,болезненная контрактура пальцев;;;;;;;;;;;
"DACTYLOGRAPHY,""1) дактилоскопия (раздел криминалистики, изучающий морфологию папилярных узоров ладонной поверхности ногтевых фаланг пальцев руки)	2) общение со слепоглухонемыми с помощью тактильных раздражителей""";;;;;;;;;;;
DACTYLOGRYPOSIS,дактилогрипоз (врожденная деформация кисти или стопы);;;;;;;;;;;
DACTYLOLYSIS,дактилолиз (1. хирургическая коррекция синдактилии 2. ампутация пальца или его утрата в результате патологического процесса);;;;;;;;;;;
"DACTYLOMEGALY,""дактиломегалия, мегадактилия (чрезмерно большие размеры пальцев рук или ног)""";;;;;;;;;;;
"DACTYLOSCOPY,""дактилоскопия (раздел криминалистики, изучающий морфологию папилярных узоров ладонной поверхности ногтевых фаланг пальцев руки)""";;;;;;;;;;;
DACTYLOSPASM,спастическое сокращение мышц пальцев;;;;;;;;;;;
DAILY DOSE,суточная доза;;;;;;;;;;;
DAILY DUTY,суточное дежурство;;;;;;;;;;;
DAILY INSPECTION,ежедневный осмотр;;;;;;;;;;;
DAILY MAINTENANCE,суточная потребность;;;;;;;;;;;
DAILY RHYTHM,суточный ритм;;;;;;;;;;;
